step,loss,mse_loss,pred_action_norm,target_action_norm,grad_norm
2550,0.05091084539890289,0.05091084539890289,1.960678219795227,1.9819111824035645,1.085387945175171
2600,0.04480486735701561,0.04480486735701561,1.9992717504501343,2.017836809158325,0.6974788904190063
2650,0.04955985024571419,0.04955985024571419,1.9763206243515015,1.993835687637329,0.9757980108261108
2700,0.039604805409908295,0.039604805409908295,1.9916815757751465,1.9838907718658447,0.7406452298164368
2750,0.037258800119161606,0.037258800119161606,2.0338454246520996,2.030020236968994,0.6685253381729126
2800,0.04223537817597389,0.04223537817597389,1.8915224075317383,1.8541887998580933,0.8139370083808899
2850,0.049310337752103806,0.049310337752103806,2.1483986377716064,2.1760425567626953,1.2328627109527588
2900,0.04044202342629433,0.04044202342629433,2.2050905227661133,2.2999801635742188,0.853277862071991
2950,0.04755789414048195,0.04755789414048195,2.016963005065918,2.020348072052002,0.8217106461524963
3000,0.048518240451812744,0.048518240451812744,2.091464042663574,2.155729293823242,0.901698112487793
