step,loss,mse_loss,pred_action_norm,target_action_norm,grad_norm
100,0.2905099391937256,0.2905099391937256,1.3481321334838867,2.132023334503174,1.9905225038528442
200,0.28982824087142944,0.28982824087142944,1.7889177799224854,2.2028450965881348,2.495960235595703
300,0.2326725572347641,0.2326725572347641,1.6278574466705322,1.9144837856292725,1.4044047594070435
400,0.23519140481948853,0.23519140481948853,1.6295512914657593,2.0176491737365723,1.7343109846115112
500,0.21892449259757996,0.21892449259757996,1.6789538860321045,1.9989633560180664,1.5923280715942383
600,0.15432611107826233,0.15432611107826233,1.7747838497161865,2.028909206390381,1.3086442947387695
700,0.20624321699142456,0.20624321699142456,1.694693684577942,1.9723023176193237,2.2951014041900635
800,0.23018035292625427,0.23018035292625427,1.772015929222107,2.1576755046844482,2.7035112380981445
900,0.20399880409240723,0.20399880409240723,1.862407922744751,2.109367847442627,1.0186047554016113
1000,0.20290923118591309,0.20290923118591309,1.916506052017212,2.1740498542785645,1.0385485887527466
1100,0.1899242103099823,0.1899242103099823,1.7742221355438232,2.080611228942871,1.456555962562561
1200,0.1867985725402832,0.1867985725402832,1.9231135845184326,2.3189034461975098,1.0283933877944946
1300,0.1648140549659729,0.1648140549659729,1.895324945449829,2.133537530899048,1.372580647468567
1400,0.2656216025352478,0.2656216025352478,1.8347607851028442,2.160425901412964,4.330073833465576
1500,0.17598026990890503,0.17598026990890503,1.8690307140350342,2.0734941959381104,1.2210772037506104
1600,0.1345437616109848,0.1345437616109848,1.960411787033081,2.0530223846435547,1.3472577333450317
1700,0.14943267405033112,0.14943267405033112,1.8571574687957764,2.0420055389404297,1.3367347717285156
1800,0.14898930490016937,0.14898930490016937,1.856363296508789,2.0265140533447266,1.9647448062896729
1900,0.1354776918888092,0.1354776918888092,1.9342294931411743,2.030348300933838,1.0629258155822754
2000,0.13748317956924438,0.13748317956924438,1.8371777534484863,2.0041346549987793,1.483741044998169
2100,0.11512603610754013,0.11512603610754013,1.9987238645553589,2.0928802490234375,1.6727607250213623
2200,0.14710144698619843,0.14710144698619843,1.9330332279205322,2.134359359741211,1.4078762531280518
2300,0.12512359023094177,0.12512359023094177,1.9617180824279785,2.089540958404541,1.3238461017608643
2400,0.15395218133926392,0.15395218133926392,1.817714810371399,1.9926068782806396,2.7506539821624756
2500,0.1237887293100357,0.1237887293100357,1.8241918087005615,1.9831125736236572,1.592949628829956
2600,0.137377068400383,0.137377068400383,1.9035049676895142,2.1331887245178223,1.8080267906188965
2700,0.115348219871521,0.115348219871521,2.0102269649505615,2.1718621253967285,1.1834543943405151
2800,0.13774140179157257,0.13774140179157257,1.9202960729599,2.027341842651367,1.2572540044784546
2900,0.12958939373493195,0.12958939373493195,1.993431806564331,2.185757637023926,2.0630903244018555
3000,0.1236848533153534,0.1236848533153534,2.072580575942993,2.216853618621826,1.602579951286316
3100,0.11969377845525742,0.11969377845525742,1.921962022781372,2.1178884506225586,1.4285645484924316
3200,0.10886754095554352,0.10886754095554352,1.9881923198699951,2.150787830352783,1.5269691944122314
3300,0.11953342705965042,0.11953342705965042,1.903700590133667,2.0658786296844482,1.4085476398468018
3400,0.11929962784051895,0.11929962784051895,1.7735347747802734,1.9244511127471924,1.3296817541122437
3500,0.13485392928123474,0.13485392928123474,1.9965004920959473,2.033501625061035,1.9948875904083252
3600,0.11680370569229126,0.11680370569229126,2.052969217300415,2.1905629634857178,1.1249630451202393
3700,0.10587140917778015,0.10587140917778015,1.9407594203948975,2.1087212562561035,1.1734431982040405
3800,0.10201812535524368,0.10201812535524368,2.056976795196533,2.174549102783203,1.3738360404968262
3900,0.10189909487962723,0.10189909487962723,1.8490900993347168,1.858252763748169,2.9949791431427
4000,0.10788267850875854,0.10788267850875854,1.9391794204711914,2.124105930328369,1.0019521713256836
4100,0.10404486209154129,0.10404486209154129,2.126553773880005,2.197927713394165,1.4453986883163452
4200,0.09747032076120377,0.09747032076120377,2.007573127746582,2.034656286239624,1.3005485534667969
4300,0.088568314909935,0.088568314909935,1.966385841369629,2.005592107772827,1.1557605266571045
4400,0.10990331321954727,0.10990331321954727,2.0328731536865234,2.1010591983795166,1.3417941331863403
4500,0.08340631425380707,0.08340631425380707,1.9837719202041626,2.001351833343506,1.7989375591278076
4600,0.09086383134126663,0.09086383134126663,1.9514902830123901,2.0180187225341797,1.4622009992599487
4700,0.06203089654445648,0.06203089654445648,2.120042324066162,2.1556780338287354,0.9066253900527954
4800,0.0795929804444313,0.0795929804444313,2.0097780227661133,2.0547802448272705,1.1188980340957642
4900,0.1146334856748581,0.1146334856748581,2.018939256668091,2.134770393371582,1.2680909633636475
5000,0.08087409287691116,0.08087409287691116,1.944385290145874,2.0051207542419434,0.872810423374176
5100,0.08926684409379959,0.08926684409379959,2.047901153564453,2.1272616386413574,1.1986932754516602
5200,0.08516045659780502,0.08516045659780502,1.9646786451339722,2.056454658508301,1.718429446220398
5300,0.07069337368011475,0.07069337368011475,2.160092830657959,2.2118868827819824,1.093597650527954
5400,0.08538997918367386,0.08538997918367386,2.0821824073791504,2.177159547805786,1.1650071144104004
5500,0.09602560847997665,0.09602560847997665,2.0280303955078125,2.0966014862060547,1.116769790649414
5600,0.09554168581962585,0.09554168581962585,2.18143630027771,2.223194122314453,1.58870267868042
5700,0.07670558989048004,0.07670558989048004,1.943515419960022,1.9705681800842285,1.3401949405670166
5800,0.08693648129701614,0.08693648129701614,1.8994468450546265,1.9718456268310547,1.2167280912399292
5900,0.07054432481527328,0.07054432481527328,1.9686369895935059,2.0322213172912598,1.1535857915878296
6000,0.06885601580142975,0.06885601580142975,2.0047507286071777,2.088593006134033,0.9756768941879272
